Feedback,Category,Sentiment
The menu includes basic items though more variety would enhance student satisfaction,Mess,Neutral
No proper grievance redressal mechanism leading to unresolved student issues,Others,Negative
Celebrate the Chinese New Year in (around February) and see a dragon dance during the Spring Festival! Amazing experience!,Others,Positive
Poor quality of guest lectures with speakers lacking relevant expertise,Academics,Negative
Student evaluation by faculty follows standard criteria though consistency could improve,Faculty,Neutral
Poor ventilation in rooms causing discomfort during summer months,Hostel,Negative
"I have liked trio since the mid nineties...\nI still do. Good food, fair prices, but the service needs to be addressed... My party was treated  with the bare minimum of service, even less if we actually needed something.  I would easily rate them higher if the service improved.  My friend refused to",Mess,Neutral
Placement records are poor with very few companies visiting each year.,Others,Negative
"This used to be my \""go to\"" place for groceries.  However, lately I'm becoming more and more frustrated by the store.  If you go between 4pm and 6pm on a weekday or at any time on Saturday or Sunday, be prepared to navigate a mess of a parking lot, an over crowded store, and a 20 minute wait in a c",Facilities,Negative
Faculty research publications enhance the academic reputation of our institution,Faculty,Positive
"This is probably one of the worst Olive Garden I have been to. I am a frequent diner at Olive Garden, but had my first experience with this particular one last week. My server was horrific. Being a previous server myself, I can understand the pressures and stress on a busy night. However, this serve",Hostel,Negative
"D's has been hovering among my Pittsburgh bookmarks for a couple of years now, so I was happy to finally stop by for a visit and late lunch recently. After squeezing into a parallel parking spot out front, I had two things on my mind when walking in here: hotdogs and beer, both of which they have do",Facilities,Positive
No proper support for students interested in higher studies and research,Others,Negative
"So, I went to Buffalo Blues tonight for the second time (not the second time tonight, the second time in my life) for dinner and some drinks, and to sum up my experience in a few words, both times it was about what I expected.  Just a fine sports bar - no more, no less.\n\nI'll start with the drinks",Facilities,Neutral
"""The Bucks' John Henson is hit at the knee by a falling Ilyasova. Doesn't look good. He goes to the locker room. Bulls up 85-75, end of 3rd.""",Hostel,Negative
I was happy to find that teachers maintain high standards of academic integrity and ethical behavior,Faculty,Positive
You talk about tyga and Kylie but forget that when jay z was a high school senior Beyonce was in 1st grade,Academics,Neutral
"Here for Pool League game.  Most tables are well groomed, balls are shiny and nick free.  Plenty of TVs to keep up with NFL Sunday games.  Food is a bit over priced and nothing to write home about.  Service is good, wait staff is very friendly.",Administration,Negative
"""Zac Brown Band last night, Billboard music festival today and tomorrow and running a 5k tomorrow morning I'm going to be dead on Monday""",Hostel,Positive
"I may be late, but Drake's live show has grown from the first time I saw him during the TML run to his Club Paradise tour.""",Others,Positive
SUNDERLAND WEEKLY GAY FRIENDLY EVENT tomorrow at the The Basement. Get on the event for guest list !!...,Others,Positive
"As Congress returns, Obama wins key Senate support for Iran deal: President Obama on Tuesday secured what he h...",Faculty,Neutral
"Some good some bad.  This goes for the food and the service.  You MUST check your order if it's to go in any of the locations.  I have had more mistakes than correct orders in the last year or so.  \n\nThe \""presses\"" are MICROWAVES.  They are not training their employees to know this and they are n",Mess,Negative
College policies are available on the website but not always easy to locate.,Administration,Neutral
"though few will argue that it ranks with the best of herzog's works , invincible shows he's back in form , with an astoundingly rich film .",Administration,Positive
high crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience .,Faculty,Positive
Do you fancy coming on a tour of the BBC at MediaCityUK? There's availability on 15 September -,Faculty,Positive
Jonathan Kozol Event-Cancelled for Friday EVENT CANCELED: Fire in the Ashes: Victims and Survivors of Apartheid...,Others,Negative
Will take a photo eating halo halo tomorrow and will send it to ! For Josh Bradley\u2019s birthday!,Mess,Neutral
This was the first time for me and my wife at the celebrated Cafe Zinho. Parking in the residential area in which the restaurant is located is next to impossible on a busy Saturday night; the diner should be prepared to walk a distance to get to the restaurant from where he or she is ultimately able,Facilities,Negative
You may please check my pending complaint with Amazon for which I write many emails and called customer care.,Administration,Negative
"My instinct always told me that I should skip this place. Should have listened. It was just gross; literally and figuratively. I was afraid to see what I was stepping on out on the dance floor. Music was good, drinks were surprisingly decent. But oh, the other club patrons...\nI appreciate a little",Others,Negative
Not forgetting England's biggest football club and everyone's favourite 2nd team Leeds United take on Rotherham at 7:30 tonight,Others,Positive
"Clean, modern, well laid out, free Wifi, and lots of seating. It is a big airport, but it doesn't really feel that way. \n\nI thought the food courts were nice and spacious.",Facilities,Positive
FINAL SUP YOGA EVENT Thursday September 10 starting at 10am Let the river's flow move us along the St. Croix as...,Others,Neutral
"Alright, so I braved this place yesterday (new years eve) and it was totally insane. There was honking, some road rage and confusion. But I will say that I should have known better coming into a grocery store before a major partying holiday.  \n\nAnyway, in terms of produce this place is awesome. I",Administration,Positive
